target	relatum	kind	elicited_relation	documented_relation	status	prob	hapax	min_distance
grandmother	nanny	physical	HYP		Missing	0.0147058823529411	True	
grandmother	mom	physical	HYP		Missing	0.0147058823529411	True	
grandmother	dad	physical	HYP		Missing	0.0147058823529411	True	
grandmother	friend	physical	HYP		Missing	0.0294117647058823	False	
grandmother	relative	physical	HYP		Missing	0.2941176470588235	False	4.0
grandmother	grandparent	physical	HYP	HYP	Matched	0.0294117647058823	False	1.0
grandmother	woman	physical	HYP		Missing	0.1323529411764706	False	
grandmother	adult	physical	HYP		Missing	0.0147058823529411	True	
grandmother	family	physical	HYP		Missing	0.0588235294117647	False	
grandmother	mother	physical	HYP		Missing	0.0147058823529411	True	
grandmother	love	physical	HYP		Missing	0.0147058823529411	True	
grandmother	member	physical	HYP		Missing	0.0147058823529411	True	
grandmother	kin	physical	HYP		Missing	0.0294117647058823	False	
grandmother	relation	physical	HYP		Missing	0.0735294117647058	False	4.0
grandmother	female	physical	HYP		Missing	0.088235294117647	False	
grandmother	lady	physical	HYP		Missing	0.0147058823529411	True	
grandmother	girl	physical	HYP		Missing	0.0294117647058823	False	
grandmother	ancestor	physical	HYP		Missing	0.0588235294117647	False	3.0
grandmother	parent	physical	HYP		Missing	0.0147058823529411	True	
grandmother	elder	physical	HYP		Missing	0.0147058823529411	True	
grandmother	figure	physical	HYP		Missing	0.0147058823529411	True	
square	shape	ambiguous	HYP	HYP	Matched	0.6829268292682927	False	1.0
square	even	ambiguous	HYP		Missing	0.024390243902439	True	
square	form	ambiguous	HYP	HYP	Matched	0.0975609756097561	False	1.0
square	figure	ambiguous	HYP		Missing	0.024390243902439	True	5.0
square	design	ambiguous	HYP		Missing	0.024390243902439	True	
square	outline	ambiguous	HYP		Missing	0.024390243902439	True	
square	regular	ambiguous	HYP		Missing	0.024390243902439	True	
square	quadrilateral	ambiguous	HYP		Missing	0.024390243902439	True	3.0
square	polygon	ambiguous	HYP		Missing	0.024390243902439	True	3.0
square	game	ambiguous	HYP		Missing	0.024390243902439	True	
chess	game	ambiguous	HYP		Missing	0.6136363636363636	False	3.0
chess	play	ambiguous	HYP		Missing	0.0227272727272727	True	
chess	challenge	ambiguous	HYP		Missing	0.0227272727272727	True	
chess	competition	ambiguous	HYP		Missing	0.0454545454545454	False	
chess	contest	ambiguous	HYP		Missing	0.0681818181818181	False	
chess	activity	ambiguous	HYP		Missing	0.0227272727272727	True	4.0
chess	hobby	ambiguous	HYP		Missing	0.0227272727272727	True	
chess	team	ambiguous	HYP		Missing	0.0227272727272727	True	
chess	match	ambiguous	HYP		Missing	0.0681818181818181	False	
chess	board	ambiguous	HYP		Missing	0.0454545454545454	False	
chess	strategy	ambiguous	HYP		Missing	0.0227272727272727	True	
sketch	artwork	ambiguous	HYP		Missing	0.0769230769230769	False	
sketch	drawing	ambiguous	HYP	HYP	Matched	0.4	False	1.0
sketch	sculpture	ambiguous	HYP		Missing	0.0153846153846153	True	
sketch	art	ambiguous	HYP		Missing	0.1692307692307692	False	
sketch	work	ambiguous	HYP		Missing	0.0153846153846153	True	
sketch	task	ambiguous	HYP		Missing	0.0153846153846153	True	
sketch	job	ambiguous	HYP		Missing	0.0153846153846153	True	
sketch	hobby	ambiguous	HYP		Missing	0.0153846153846153	True	
sketch	doodle	ambiguous	HYP		Missing	0.0153846153846153	True	
sketch	picture	ambiguous	HYP		Missing	0.0615384615384615	False	
sketch	illustration	ambiguous	HYP		Missing	0.0153846153846153	True	
sketch	play	ambiguous	HYP		Missing	0.0153846153846153	True	
sketch	creation	ambiguous	HYP		Missing	0.0153846153846153	True	3.0
sketch	portrait	ambiguous	HYP		Missing	0.0461538461538461	False	
sketch	painting	ambiguous	HYP		Missing	0.0307692307692307	False	
sketch	photograph	ambiguous	HYP		Missing	0.0153846153846153	True	
sketch	rendering	ambiguous	HYP		Missing	0.0153846153846153	True	
sketch	pencil	ambiguous	HYP		Missing	0.0153846153846153	True	
sketch	pen	ambiguous	HYP		Missing	0.0153846153846153	True	
sketch	draft	ambiguous	HYP	HPO	Mismatched	0.0153846153846153	True	
architecture	design	ambiguous	HYP		Missing	0.15625	False	
architecture	art	ambiguous	HYP		Missing	0.046875	False	
architecture	construction	ambiguous	HYP		Missing	0.046875	False	2.0
architecture	building	ambiguous	HYP	HYP	Matched	0.171875	False	1.0
architecture	job	ambiguous	HYP		Missing	0.046875	False	2.0
architecture	career	ambiguous	HYP		Missing	0.03125	False	
architecture	tower	ambiguous	HYP		Missing	0.03125	False	
architecture	place	ambiguous	HYP		Missing	0.015625	True	
architecture	engineering	ambiguous	HYP		Missing	0.03125	False	
architecture	style	ambiguous	HYP		Missing	0.046875	False	
architecture	subject	ambiguous	HYP	HYP	Matched	0.046875	False	3.0
architecture	course	ambiguous	HYP		Missing	0.03125	False	
architecture	profession	ambiguous	HYP	HYP	Matched	0.03125	False	1.0
architecture	structure	ambiguous	HYP	HYP	Matched	0.078125	False	1.0
architecture	plan	ambiguous	HYP		Missing	0.03125	False	
architecture	blueprint	ambiguous	HYP		Missing	0.03125	False	
architecture	designer	ambiguous	HYP		Missing	0.015625	True	
architecture	planner	ambiguous	HYP		Missing	0.015625	True	
architecture	creativity	ambiguous	HYP		Missing	0.015625	True	
architecture	science	ambiguous	HYP		Missing	0.015625	True	
architecture	type	ambiguous	HYP		Missing	0.015625	True	
architecture	study	ambiguous	HYP	HYP	Matched	0.015625	True	3.0
architecture	shelter	ambiguous	HYP		Missing	0.015625	True	
president	leader	ambiguous	HYP		Missing	0.4193548387096774	False	2.0
president	politician	ambiguous	HYP		Missing	0.0161290322580645	True	
president	chief	ambiguous	HYP		Missing	0.064516129032258	False	3.0
president	commander	ambiguous	HYP		Missing	0.0806451612903225	False	
president	ruler	ambiguous	HYP		Missing	0.064516129032258	False	
president	captain	ambiguous	HYP		Missing	0.0161290322580645	True	
president	monarch	ambiguous	HYP		Missing	0.0483870967741935	False	
president	official	ambiguous	HYP		Missing	0.0967741935483871	False	
president	boss	ambiguous	HYP		Missing	0.032258064516129	False	
president	executive	ambiguous	HYP		Missing	0.0161290322580645	True	2.0
president	authority	ambiguous	HYP		Missing	0.0161290322580645	True	
president	manager	ambiguous	HYP		Missing	0.032258064516129	False	
president	director	ambiguous	HYP		Missing	0.032258064516129	False	
president	head	ambiguous	HYP		Missing	0.0161290322580645	True	3.0
section	unit	ambiguous	HYP	HOL	Mismatched	0.0172413793103448	True	2.0
section	area	ambiguous	HYP	HYP	Matched	0.1034482758620689	False	1.0
section	piece	ambiguous	HYP		Missing	0.0517241379310344	False	2.0
section	portion	ambiguous	HYP	HYP	Matched	0.0862068965517241	False	1.0
section	fragment	ambiguous	HYP		Missing	0.0172413793103448	True	
section	percentage	ambiguous	HYP		Missing	0.0172413793103448	True	
section	chapter	ambiguous	HYP	HPO	Mismatched	0.0344827586206896	False	
section	government	ambiguous	HYP		Missing	0.0172413793103448	True	
section	department	ambiguous	HYP	SYN	Mismatched	0.0517241379310344	False	0.0
section	seating	ambiguous	HYP		Missing	0.0172413793103448	True	
section	rank	ambiguous	HYP		Missing	0.0344827586206896	False	
section	level	ambiguous	HYP		Missing	0.0344827586206896	False	
section	bit	ambiguous	HYP		Missing	0.0172413793103448	True	
section	place	ambiguous	HYP		Missing	0.0517241379310344	False	
section	component	ambiguous	HYP	HPO	Mismatched	0.0344827586206896	False	
section	object	ambiguous	HYP		Missing	0.0172413793103448	True	2.0
section	description	ambiguous	HYP		Missing	0.0172413793103448	True	
account	spreadsheet	abstract	MER		Missing	0.0140845070422535	True	
account	statement	abstract	MER	HYP	Mismatched	0.0985915492957746	False	
account	money	abstract	MER		Missing	0.0422535211267605	False	
account	figure	abstract	MER		Missing	0.0140845070422535	True	
account	person	abstract	MER		Missing	0.0140845070422535	True	
account	number	abstract	MER		Missing	0.1830985915492957	False	
account	goal	abstract	MER		Missing	0.0140845070422535	True	
account	lot	abstract	MER		Missing	0.0140845070422535	True	
account	sum	abstract	MER		Missing	0.028169014084507	False	
account	balance	abstract	MER	MER	Matched	0.0422535211267605	False	
account	ledger	abstract	MER		Missing	0.0422535211267605	False	
account	sheet	abstract	MER		Missing	0.0140845070422535	True	
account	compilation	abstract	MER		Missing	0.0140845070422535	True	
account	client	abstract	MER		Missing	0.0140845070422535	True	
account	story	abstract	MER	SYN	Mismatched	0.0140845070422535	True	
account	debit	abstract	MER		Missing	0.0140845070422535	True	
account	record	abstract	MER	HYP	Mismatched	0.028169014084507	False	
account	book	abstract	MER		Missing	0.0140845070422535	True	
account	log	abstract	MER		Missing	0.0140845070422535	True	
account	total	abstract	MER		Missing	0.028169014084507	False	
account	document	abstract	MER		Missing	0.0422535211267605	False	
account	owner	abstract	MER		Missing	0.0140845070422535	True	
account	fund	abstract	MER		Missing	0.0140845070422535	True	
account	report	abstract	MER	SYN	Mismatched	0.028169014084507	False	
account	event	abstract	MER		Missing	0.028169014084507	False	
account	numbers	abstract	MER		Missing	0.0140845070422535	True	
account	amount	abstract	MER		Missing	0.028169014084507	False	
account	name	abstract	MER		Missing	0.0422535211267605	False	
account	tally	abstract	MER	HPO	Mismatched	0.0140845070422535	True	
account	deposit	abstract	MER		Missing	0.0140845070422535	True	
account	bank	abstract	MER		Missing	0.0140845070422535	True	
account	dollars	abstract	MER		Missing	0.0140845070422535	True	
account	activity	abstract	MER		Missing	0.0140845070422535	True	
account	security	abstract	MER		Missing	0.0140845070422535	True	
account	code	abstract	MER		Missing	0.0140845070422535	True	
account	address	abstract	MER		Missing	0.0140845070422535	True	
account	invoice	abstract	MER	SYN	Mismatched	0.0140845070422535	True	
relation	sibling	ambiguous	HPO	HPO	Matched	0.0535714285714285	False	1.0
relation	brother	ambiguous	HPO		Missing	0.125	False	3.0
relation	sister	ambiguous	HPO		Missing	0.1428571428571428	False	3.0
relation	cousin	ambiguous	HPO	HPO	Matched	0.0535714285714285	False	1.0
relation	mother	ambiguous	HPO		Missing	0.0892857142857142	False	5.0
relation	family	ambiguous	HPO	HPO	Matched	0.0178571428571428	True	1.0
relation	friend	ambiguous	HPO		Missing	0.0178571428571428	True	
relation	aunt	ambiguous	HPO		Missing	0.0892857142857142	False	2.0
relation	uncle	ambiguous	HPO		Missing	0.1071428571428571	False	2.0
relation	marriage	ambiguous	HPO		Missing	0.0357142857142857	False	
relation	bond	ambiguous	HPO		Missing	0.0178571428571428	True	2.0
relation	relative	ambiguous	HPO	SYN	Mismatched	0.0178571428571428	True	0.0
relation	spouse	ambiguous	HPO	HPO	Matched	0.0178571428571428	True	1.0
relation	father	ambiguous	HPO		Missing	0.0892857142857142	False	2.0
relation	niece	ambiguous	HPO		Missing	0.0178571428571428	True	2.0
relation	nephew	ambiguous	HPO		Missing	0.0357142857142857	False	2.0
relation	grandmother	ambiguous	HPO		Missing	0.0357142857142857	False	4.0
relation	connection	ambiguous	HPO	HPO	Matched	0.0178571428571428	True	1.0
jar	jug	ambiguous	HYP		Missing	0.0256410256410256	True	
jar	container	ambiguous	HYP		Missing	0.717948717948718	False	2.0
jar	flask	ambiguous	HYP		Missing	0.0256410256410256	True	
jar	box	ambiguous	HYP		Missing	0.0512820512820512	False	
jar	bin	ambiguous	HYP		Missing	0.0256410256410256	True	
jar	storage	ambiguous	HYP		Missing	0.0256410256410256	True	
jar	case	ambiguous	HYP		Missing	0.0256410256410256	True	
jar	glass	ambiguous	HYP		Missing	0.0769230769230769	False	
jar	mug	ambiguous	HYP		Missing	0.0256410256410256	True	
whale	mammal	physical	HYP		Missing	0.35	False	4.0
whale	animal	physical	HYP		Missing	0.3	False	7.0
whale	beast	physical	HYP		Missing	0.0666666666666666	False	7.0
whale	creature	physical	HYP		Missing	0.15	False	7.0
whale	behemoth	physical	HYP		Missing	0.0333333333333333	False	
whale	fish	physical	HYP		Missing	0.0333333333333333	False	
whale	mammals	physical	HYP		Missing	0.0166666666666666	True	4.0
whale	animals	physical	HYP		Missing	0.0166666666666666	True	7.0
whale	life	physical	HYP		Missing	0.0166666666666666	True	
tail	head	ambiguous	ANT	ANT	Matched	0.5833333333333334	False	
tail	front	ambiguous	ANT		Missing	0.15	False	
tail	arm	ambiguous	ANT		Missing	0.0166666666666666	True	
tail	leg	ambiguous	ANT		Missing	0.0333333333333333	False	
tail	eye	ambiguous	ANT		Missing	0.0166666666666666	True	
tail	foot	ambiguous	ANT		Missing	0.05	False	
tail	hand	ambiguous	ANT		Missing	0.0166666666666666	True	
tail	claw	ambiguous	ANT		Missing	0.0166666666666666	True	
tail	top	ambiguous	ANT		Missing	0.0833333333333333	False	
tail	leader	ambiguous	ANT		Missing	0.0166666666666666	True	
tail	crown	ambiguous	ANT		Missing	0.0166666666666666	True	
arm	body	ambiguous	HOL	HOL	Matched	0.4727272727272727	False	
arm	trunk	ambiguous	HOL		Missing	0.0363636363636363	False	
arm	torso	ambiguous	HOL		Missing	0.0363636363636363	False	
arm	person	ambiguous	HOL		Missing	0.0727272727272727	False	
arm	shoulder	ambiguous	HOL		Missing	0.0363636363636363	False	
arm	machine	ambiguous	HOL		Missing	0.0181818181818181	True	
arm	animal	ambiguous	HOL		Missing	0.0363636363636363	False	
arm	creature	ambiguous	HOL		Missing	0.0181818181818181	True	
arm	skeleton	ambiguous	HOL		Missing	0.0181818181818181	True	
arm	human	ambiguous	HOL	HOL	Matched	0.109090909090909	False	
arm	being	ambiguous	HOL		Missing	0.0181818181818181	True	
arm	anatomy	ambiguous	HOL		Missing	0.0181818181818181	True	
arm	chest	ambiguous	HOL		Missing	0.0181818181818181	True	
arm	appendage	ambiguous	HOL		Missing	0.0181818181818181	True	
arm	member	ambiguous	HOL		Missing	0.0181818181818181	True	
arm	mammal	ambiguous	HOL		Missing	0.0181818181818181	True	
arm	wrist	ambiguous	MER	MER	Matched	0.1325301204819277	False	
arm	elbow	ambiguous	MER	MER	Matched	0.1686746987951807	False	
arm	bone	ambiguous	MER		Missing	0.108433734939759	False	
arm	muscle	ambiguous	MER		Missing	0.0843373493975903	False	
arm	hand	ambiguous	MER	MER	Matched	0.1325301204819277	False	
arm	finger	ambiguous	MER		Missing	0.0843373493975903	False	
arm	armpit	ambiguous	MER		Missing	0.0120481927710843	True	
arm	shoulder	ambiguous	MER		Missing	0.0481927710843373	False	
arm	tissue	ambiguous	MER		Missing	0.0240963855421686	False	
arm	joint	ambiguous	MER		Missing	0.0240963855421686	False	
arm	forearm	ambiguous	MER	MER	Matched	0.0240963855421686	False	
arm	vein	ambiguous	MER		Missing	0.0240963855421686	False	
arm	arm	ambiguous	MER	SYN	Mismatched	0.0120481927710843	True	
arm	skin	ambiguous	MER		Missing	0.0240963855421686	False	
arm	blood	ambiguous	MER		Missing	0.0120481927710843	True	
arm	nerves	ambiguous	MER		Missing	0.0120481927710843	True	
arm	humerus	ambiguous	MER	MER	Matched	0.0240963855421686	False	
arm	reach	ambiguous	MER		Missing	0.0120481927710843	True	
arm	twin	ambiguous	MER		Missing	0.0120481927710843	True	
arm	digit	ambiguous	MER		Missing	0.0120481927710843	True	
creation	making	ambiguous	HYP		Missing	0.0727272727272727	False	
creation	artwork	ambiguous	HYP		Missing	0.0363636363636363	False	
creation	design	ambiguous	HYP		Missing	0.0545454545454545	False	
creation	model	ambiguous	HYP		Missing	0.0181818181818181	True	
creation	assembling	ambiguous	HYP		Missing	0.0181818181818181	True	
creation	beginning	ambiguous	HYP	HYP	Matched	0.0727272727272727	False	1.0
creation	make	ambiguous	HYP		Missing	0.0363636363636363	False	
creation	establishment	ambiguous	HYP		Missing	0.0363636363636363	False	
creation	start	ambiguous	HYP	HYP	Matched	0.0363636363636363	False	1.0
creation	formation	ambiguous	HYP		Missing	0.0363636363636363	False	
creation	construction	ambiguous	HYP		Missing	0.0727272727272727	False	
creation	product	ambiguous	HYP	HPO	Mismatched	0.0545454545454545	False	
creation	work	ambiguous	HYP		Missing	0.0727272727272727	False	
creation	item	ambiguous	HYP		Missing	0.0181818181818181	True	
creation	output	ambiguous	HYP		Missing	0.0181818181818181	True	
creation	building	ambiguous	HYP		Missing	0.0545454545454545	False	
creation	entity	ambiguous	HYP		Missing	0.0181818181818181	True	5.0
creation	manufacturer	ambiguous	HYP		Missing	0.0181818181818181	True	
creation	activity	ambiguous	HYP	HYP	Matched	0.0363636363636363	False	1.0
creation	action	ambiguous	HYP		Missing	0.0545454545454545	False	4.0
creation	artifact	ambiguous	HYP	HYP	Matched	0.0181818181818181	True	1.0
creation	birth	ambiguous	HYP		Missing	0.0363636363636363	False	
creation	invention	ambiguous	HYP	HPO	Mismatched	0.0181818181818181	True	
creation	concoction	ambiguous	HYP		Missing	0.0181818181818181	True	
creation	coinage	ambiguous	HYP		Missing	0.0181818181818181	True	
creation	erection	ambiguous	HYP		Missing	0.0181818181818181	True	
wage	money	abstract	SYN		Missing	0.0980392156862745	False	
wage	due	abstract	SYN		Missing	0.0196078431372549	True	
wage	salary	abstract	SYN	SYN	Matched	0.3333333333333333	False	
wage	pay	abstract	SYN	SYN	Matched	0.196078431372549	False	
wage	income	abstract	SYN		Missing	0.0392156862745098	False	
wage	payment	abstract	SYN		Missing	0.0980392156862745	False	
wage	compensation	abstract	SYN		Missing	0.0196078431372549	True	
wage	fee	abstract	SYN		Missing	0.0196078431372549	True	
wage	check	abstract	SYN		Missing	0.0196078431372549	True	
wage	payoff	abstract	SYN		Missing	0.0196078431372549	True	
wage	settlement	abstract	SYN		Missing	0.0196078431372549	True	
murderer	criminal	physical	HYP	HYP	Matched	0.5208333333333334	False	1.0
murderer	convict	physical	HYP		Missing	0.0416666666666666	False	
murderer	sadist	physical	HYP		Missing	0.0208333333333333	True	
murderer	aggressor	physical	HYP		Missing	0.0208333333333333	True	
murderer	attacker	physical	HYP		Missing	0.0208333333333333	True	
murderer	stalker	physical	HYP		Missing	0.0208333333333333	True	
murderer	felon	physical	HYP	HYP	Matched	0.1041666666666666	False	1.0
murderer	killer	physical	HYP	HYP	Matched	0.125	False	1.0
murderer	crime	physical	HYP		Missing	0.0208333333333333	True	
murderer	charge	physical	HYP		Missing	0.0208333333333333	True	
murderer	monster	physical	HYP		Missing	0.0208333333333333	True	
murderer	prisoner	physical	HYP		Missing	0.0208333333333333	True	
murderer	captive	physical	HYP		Missing	0.0208333333333333	True	
murderer	destroyer	physical	HYP		Missing	0.0208333333333333	True	
style	design	ambiguous	SYN		Missing	0.0606060606060606	False	
style	technique	ambiguous	SYN		Missing	0.0454545454545454	False	
style	aesthetic	ambiguous	SYN		Missing	0.0151515151515151	True	
style	appearance	ambiguous	SYN		Missing	0.0151515151515151	True	
style	trend	ambiguous	SYN	SYN	Matched	0.0454545454545454	False	
style	manner	ambiguous	SYN	SYN	Matched	0.1363636363636363	False	
style	system	ambiguous	SYN		Missing	0.0151515151515151	True	
style	fad	ambiguous	SYN		Missing	0.0151515151515151	True	
style	characteristic	ambiguous	SYN		Missing	0.0303030303030303	False	
style	feature	ambiguous	SYN		Missing	0.0303030303030303	False	
style	theme	ambiguous	SYN		Missing	0.0606060606060606	False	
style	method	ambiguous	SYN		Missing	0.0151515151515151	True	
style	way	ambiguous	SYN	SYN	Matched	0.0757575757575757	False	
style	type	ambiguous	SYN		Missing	0.0303030303030303	False	
style	taste	ambiguous	SYN	HYP	Mismatched	0.0151515151515151	True	
style	flair	ambiguous	SYN	SYN	Matched	0.0454545454545454	False	
style	polish	ambiguous	SYN		Missing	0.0151515151515151	True	
style	preference	ambiguous	SYN		Missing	0.0151515151515151	True	
style	attribute	ambiguous	SYN		Missing	0.0303030303030303	False	
style	motif	ambiguous	SYN		Missing	0.0606060606060606	False	
style	tone	ambiguous	SYN		Missing	0.0151515151515151	True	
style	address	ambiguous	SYN		Missing	0.0151515151515151	True	
style	vogue	ambiguous	SYN	SYN	Matched	0.0151515151515151	True	
style	grace	ambiguous	SYN		Missing	0.0151515151515151	True	
class	teacher	abstract	MER		Missing	0.2878787878787879	False	
class	subject	abstract	MER		Missing	0.0454545454545454	False	
class	pupil	abstract	MER		Missing	0.106060606060606	False	
class	student	abstract	MER		Missing	0.1969696969696969	False	
class	desk	abstract	MER		Missing	0.106060606060606	False	
class	classroom	abstract	MER		Missing	0.0151515151515151	True	
class	board	abstract	MER		Missing	0.0303030303030303	False	
class	chair	abstract	MER		Missing	0.0454545454545454	False	
class	lesson	abstract	MER	MER	Matched	0.0303030303030303	False	
class	seating	abstract	MER		Missing	0.0303030303030303	False	
class	chalkboard	abstract	MER		Missing	0.0151515151515151	True	
class	chalk	abstract	MER		Missing	0.0151515151515151	True	
class	professor	abstract	MER		Missing	0.0151515151515151	True	
class	lecture	abstract	MER	MER	Matched	0.0151515151515151	True	
class	schedule	abstract	MER		Missing	0.0151515151515151	True	
class	learner	abstract	MER		Missing	0.0151515151515151	True	
class	book	abstract	MER		Missing	0.0151515151515151	True	
class	category	abstract	HYP	SYN	Mismatched	0.0344827586206896	False	0.0
class	rating	abstract	HYP		Missing	0.0344827586206896	False	
class	grade	abstract	HYP	SYN	Mismatched	0.0344827586206896	False	0.0
class	lesson	abstract	HYP	MER	Mismatched	0.0517241379310344	False	
class	building	abstract	HYP		Missing	0.0172413793103448	True	
class	group	abstract	HYP		Missing	0.1379310344827586	False	2.0
class	learners	abstract	HYP		Missing	0.0172413793103448	True	
class	association	abstract	HYP		Missing	0.0172413793103448	True	2.0
class	type	abstract	HYP		Missing	0.0172413793103448	True	
class	grouping	abstract	HYP		Missing	0.0344827586206896	False	2.0
class	division	abstract	HYP	SYN	Mismatched	0.0172413793103448	True	0.0
class	learning	abstract	HYP		Missing	0.0517241379310344	False	
class	knowledge	abstract	HYP		Missing	0.0172413793103448	True	
class	school	abstract	HYP		Missing	0.0689655172413793	False	
class	gathering	abstract	HYP	HYP	Matched	0.0689655172413793	False	1.0
class	sort	abstract	HYP		Missing	0.0172413793103448	True	
class	course	abstract	HYP	SYN	Mismatched	0.0517241379310344	False	0.0
class	ranking	abstract	HYP		Missing	0.0344827586206896	False	
class	segment	abstract	HYP		Missing	0.0172413793103448	True	
class	rank	abstract	HYP		Missing	0.0172413793103448	True	
class	subject	abstract	HYP		Missing	0.0517241379310344	False	
class	theme	abstract	HYP		Missing	0.0172413793103448	True	
class	institution	abstract	HYP		Missing	0.0172413793103448	True	
class	environment	abstract	HYP		Missing	0.0172413793103448	True	
class	categorization	abstract	HYP		Missing	0.0172413793103448	True	
class	topic	abstract	HYP		Missing	0.0344827586206896	False	
class	room	abstract	HYP		Missing	0.0344827586206896	False	
class	study	abstract	HYP		Missing	0.0172413793103448	True	
class	instruction	abstract	HYP	HYP	Matched	0.0172413793103448	True	1.0
thesis	statement	abstract	HYP		Missing	0.0476190476190476	False	4.0
thesis	theory	abstract	HYP		Missing	0.1428571428571428	False	
thesis	argument	abstract	HYP		Missing	0.0317460317460317	False	
thesis	hypothesis	abstract	HYP		Missing	0.1269841269841269	False	
thesis	question	abstract	HYP		Missing	0.0952380952380952	False	
thesis	answer	abstract	HYP		Missing	0.0317460317460317	False	
thesis	paper	abstract	HYP		Missing	0.0793650793650793	False	
thesis	final	abstract	HYP		Missing	0.0317460317460317	False	
thesis	book	abstract	HYP		Missing	0.0158730158730158	True	
thesis	idea	abstract	HYP		Missing	0.0952380952380952	False	
thesis	story	abstract	HYP		Missing	0.0158730158730158	True	
thesis	saga	abstract	HYP		Missing	0.0158730158730158	True	
thesis	experiment	abstract	HYP		Missing	0.0158730158730158	True	
thesis	study	abstract	HYP		Missing	0.0476190476190476	False	
thesis	lesson	abstract	HYP		Missing	0.0158730158730158	True	
thesis	essay	abstract	HYP		Missing	0.0158730158730158	True	
thesis	dissertation	abstract	HYP	SYN	Mismatched	0.0158730158730158	True	0.0
thesis	assignment	abstract	HYP		Missing	0.0317460317460317	False	
thesis	belief	abstract	HYP		Missing	0.0158730158730158	True	
thesis	report	abstract	HYP		Missing	0.0158730158730158	True	
thesis	document	abstract	HYP		Missing	0.0317460317460317	False	
thesis	proposition	abstract	HYP		Missing	0.0158730158730158	True	3.0
thesis	claim	abstract	HYP		Missing	0.0158730158730158	True	
thesis	topic	abstract	HYP		Missing	0.0158730158730158	True	
thesis	contention	abstract	HYP		Missing	0.0158730158730158	True	
dream	goal	abstract	HPO		Missing	0.1515151515151515	False	
dream	objective	abstract	HPO		Missing	0.0606060606060606	False	
dream	sleep	abstract	HPO		Missing	0.0606060606060606	False	
dream	reality	abstract	HPO		Missing	0.0303030303030303	True	
dream	want	abstract	HPO		Missing	0.0303030303030303	True	
dream	need	abstract	HPO		Missing	0.0303030303030303	True	
dream	study	abstract	HPO		Missing	0.0303030303030303	True	
dream	fun	abstract	HPO		Missing	0.0303030303030303	True	
dream	fall	abstract	HPO		Missing	0.0303030303030303	True	
dream	nightmare	abstract	HPO	HPO	Matched	0.1818181818181818	False	1.0
dream	fantasy	abstract	HPO	HYP	Mismatched	0.0606060606060606	False	
dream	vision	abstract	HPO	HYP	Mismatched	0.0606060606060606	False	
dream	intention	abstract	HPO		Missing	0.0303030303030303	True	
dream	plan	abstract	HPO		Missing	0.0303030303030303	True	
dream	feeling	abstract	HPO		Missing	0.0303030303030303	True	
dream	haze	abstract	HPO		Missing	0.0303030303030303	True	
dream	wish	abstract	HPO		Missing	0.0303030303030303	True	
lid	cup	physical	HOL		Missing	0.1	False	
lid	toilet	physical	HOL		Missing	0.0666666666666666	False	
lid	container	physical	HOL		Missing	0.2833333333333333	False	
lid	jar	physical	HOL	HOL	Matched	0.1833333333333333	False	
lid	bin	physical	HOL		Missing	0.0166666666666666	True	
lid	bottle	physical	HOL		Missing	0.05	False	
lid	tote	physical	HOL		Missing	0.0166666666666666	True	
lid	flask	physical	HOL		Missing	0.0166666666666666	True	
lid	bowl	physical	HOL		Missing	0.0333333333333333	False	
lid	vessel	physical	HOL		Missing	0.0166666666666666	True	
lid	box	physical	HOL	HOL	Matched	0.0333333333333333	False	
lid	hamper	physical	HOL		Missing	0.05	False	
lid	pot	physical	HOL		Missing	0.05	False	
lid	saucepan	physical	HOL		Missing	0.0333333333333333	False	
lid	pan	physical	HOL		Missing	0.0333333333333333	False	
business	store	abstract	HPO		Missing	0.2307692307692307	False	
business	restaurant	abstract	HPO		Missing	0.0769230769230769	False	
business	shop	abstract	HPO		Missing	0.1282051282051282	False	
business	gym	abstract	HPO		Missing	0.0256410256410256	True	
business	bakery	abstract	HPO		Missing	0.0256410256410256	True	
business	pizzeria	abstract	HPO		Missing	0.0256410256410256	True	
business	dealer	abstract	HPO		Missing	0.0256410256410256	True	2.0
business	bank	abstract	HPO		Missing	0.0256410256410256	True	
business	seller	abstract	HPO		Missing	0.0256410256410256	True	
business	retail	abstract	HPO		Missing	0.0512820512820512	False	
business	company	abstract	HPO		Missing	0.0769230769230769	False	
business	corporation	abstract	HPO		Missing	0.0512820512820512	False	2.0
business	association	abstract	HPO		Missing	0.0512820512820512	False	
business	workplace	abstract	HPO		Missing	0.0256410256410256	True	
business	practice	abstract	HPO		Missing	0.0256410256410256	True	
business	market	abstract	HPO	HOL	Mismatched	0.0256410256410256	True	
business	office	abstract	HPO	HPO	Matched	0.0256410256410256	True	1.0
business	economy	abstract	HPO		Missing	0.0256410256410256	True	
business	warehouse	abstract	HPO		Missing	0.0256410256410256	True	
mayor	politician	physical	HYP	HYP	Matched	0.2727272727272727	False	1.0
mayor	leader	physical	HYP		Missing	0.3818181818181818	False	2.0
mayor	authority	physical	HYP		Missing	0.0545454545454545	False	2.0
mayor	director	physical	HYP		Missing	0.0545454545454545	False	
mayor	boss	physical	HYP		Missing	0.0363636363636363	False	
mayor	administrator	physical	HYP		Missing	0.0363636363636363	False	
mayor	profession	physical	HYP		Missing	0.0181818181818181	True	
mayor	job	physical	HYP		Missing	0.0181818181818181	True	
mayor	official	physical	HYP		Missing	0.0363636363636363	False	
